LB,Treatment,Size_Class,Larvae,Length,Height,,,,
10,High,S,48,107.044,76.014,,,,
10,High,S,49,103.33,80.54,,,,
10,High,S,50,112.74,77.152,,,,
10,High,S,51,103.385,74.627,,,,
10,High,S,52,108.947,74.974,,,,
10,High,S,53,121.568,86.03,,,,
10,High,M,1,120.292,81.799,114.5905281,4.197657791,81.36221348,2.879970882
10,High,M,2,116.506,85.324,,,,
10,High,M,3,113.089,81.398,,,,
10,High,M,4,117.786,85.019,,,,
10,High,M,5,117.441,84.869,,,,
10,High,M,6,114.62,80.582,,,,
10,High,M,7,113.395,80.763,,,,
10,High,M,8,116.312,85.675,,,,
10,High,M,9,117.402,85.271,,,,
10,High,M,10,109.03,79.114,,,,
10,High,M,11,118.145,82.389,,,,
10,High,M,12,118.091,80.577,,,,
10,High,M,13,113.209,79.408,,,,
10,High,M,14,102.142,77.38,,,,
10,High,M,15,112.687,85.152,,,,
10,High,M,16,110.956,81.5,,,,
10,High,M,17,114.778,80.666,,,,
10,High,M,18,109.388,75.687,,,,
10,High,M,19,120.326,83.974,,,,
10,High,M,20,114.918,82.53,,,,
10,High,M,21,113.9,81.831,,,,
10,High,M,22,112.279,80.968,,,,
10,High,M,23,116.312,80.842,,,,
10,High,M,24,113.02,83.665,,,,
10,High,M,25,118.663,83.813,,,,
10,High,M,26,109.645,71.836,,,,
10,High,M,27,116.361,84.988,,,,
10,High,M,28,115.639,82.717,,,,
10,High,M,29,113.474,77.864,,,,
10,High,M,30,111.473,81.909,,,,
10,High,M,31,111.075,79.266,,,,
10,High,M,32,116.303,83.705,,,,
10,High,M,33,114.974,84.527,,,,
10,High,M,34,116.222,81.95,,,,
10,High,M,35,112.092,78.187,,,,
10,High,M,36,114.184,78.307,,,,
10,High,M,37,117.441,84.385,,,,
10,High,M,38,113.06,80.619,,,,
10,High,M,39,111.904,81.5,,,,
10,High,M,40,116.892,81.799,,,,
10,High,M,41,114.856,79.128,,,,
10,High,M,42,105.599,77.167,,,,
10,High,M,43,115.365,83.436,,,,
10,High,M,44,112.687,82.421,,,,
10,High,M,45,114.506,80.484,,,,
10,High,M,46,115.914,84.095,,,,
10,High,M,47,115.317,79.766,,,,
10,High,M,48,116.429,81.831,,,,
10,High,M,49,113.646,81.941,,,,
10,High,M,50,119.624,85.469,,,,
10,High,M,51,115.003,77.845,,,,
10,High,M,52,117.543,83.44,,,,
10,High,M,53,112.81,79.54,,,,
10,High,M,54,114.424,78.422,,,,
10,High,M,55,115.574,85.253,,,,
10,High,M,56,122.403,81.656,,,,
10,High,M,57,115.29,82.366,,,,
10,High,M,58,115.95,82.53,,,,
10,High,M,59,93.464,73.756,,,,
10,High,M,60,110.209,76.722,,,,
10,High,M,61,117.034,84.1,,,,
10,High,M,62,112.946,82.798,,,,
10,High,M,63,110.967,79.823,,,,
10,High,M,64,115.144,80.945,,,,
10,High,M,65,109.024,82.58,,,,
10,High,M,66,113.606,80.976,,,,
10,High,M,67,118.331,80.29,,,,
10,High,M,68,110.233,80.806,,,,
10,High,M,69,120.866,86.41,,,,
10,High,M,70,105.448,74.839,,,,
10,High,M,71,116.049,82.625,,,,
10,High,M,72,113.96,80.763,,,,
10,High,M,73,119.285,83.562,,,,
10,High,M,74,116.118,81.176,,,,
10,High,M,75,113.762,84.723,,,,
10,High,M,76,120.073,81.204,,,,
10,High,M,77,118.308,80.442,,,,
10,High,M,78,118.868,86.686,,,,
10,High,M,79,114.427,82.58,,,,
10,High,M,80,113.53,80.656,,,,
10,High,M,81,118.32,83.305,,,,
10,High,M,82,109.498,74.627,,,,
10,High,M,83,120.313,81.927,,,,
10,High,M,84,119.562,81.523,,,,
10,High,M,85,114.788,78.307,,,,
10,High,M,86,117.537,79.682,,,,
10,High,M,87,115.114,83.233,,,,
10,High,M,88,117.648,81.776,,,,
10,High,M,89,115.759,77.85,,,,
10,High,L,1,121.457,85.253,118.7880833,3.347715332,85.35223148,2.46679973
10,High,L,2,113.752,81.84,,,,
10,High,L,3,115.895,83.737,,,,
10,High,L,4,120.313,86.461,,,,
10,High,L,5,120.235,83.741,,,,
10,High,L,6,121.188,87.785,,,,
10,High,L,7,120.242,84.723,,,,
10,High,L,8,117.383,85.636,,,,
10,High,L,9,119.247,85.798,,,,
10,High,L,10,118.868,83.584,,,,
10,High,L,11,112.76,81.32,,,,
10,High,L,12,115.531,82.184,,,,
10,High,L,13,114.856,85.53,,,,
10,High,L,14,122.225,88.42,,,,
10,High,L,15,118.206,85.231,,,,
10,High,L,16,118.069,82.216,,,,
10,High,L,17,115.882,79.109,,,,
10,High,L,18,127.47,88.42,,,,
10,High,L,19,117.511,86.448,,,,
10,High,L,20,125.716,83.215,,,,
10,High,L,21,119.672,80.633,,,,
10,High,L,22,114.171,83.129,,,,
10,High,L,23,123.128,85.99,,,,
10,High,L,24,123.667,88.165,,,,
10,High,L,25,111.007,84.153,,,,
10,High,L,26,119.01,84.385,,,,
10,High,L,27,115.466,85.57,,,,
10,High,L,28,124.849,88.95,,,,
10,High,L,29,117.709,85.218,,,,
10,High,L,30,117.853,86.669,,,,
10,High,L,31,116.777,85.675,,,,
10,High,L,32,119.524,86.126,,,,
10,High,L,33,121.757,88.679,,,,
10,High,L,34,116.183,88.165,,,,
10,High,L,35,118.916,83.237,,,,
10,High,L,36,116.018,86.126,,,,
10,High,L,37,120.591,82.966,,,,
10,High,L,38,120.273,85.57,,,,
10,High,L,39,125.764,93.717,,,,
10,High,L,40,121.023,87.05,,,,
10,High,L,41,120.351,87.459,,,,
10,High,L,42,118.707,84.363,,,,
10,High,L,43,119.222,87.183,,,,
10,High,L,44,124.439,88.488,,,,
10,High,L,45,115.447,84.966,,,,
10,High,L,46,120.276,87.725,,,,
10,High,L,47,120.759,85.302,,,,
10,High,L,48,122.372,87.656,,,,
10,High,L,49,120.734,85.306,,,,
10,High,L,50,117.967,84.193,,,,
10,High,L,51,119.926,84.581,,,,
10,High,L,52,117.072,83.777,,,,
10,High,L,53,115.95,85.306,,,,
10,High,L,54,118.663,88.78,,,,
10,High,L,55,117.741,84.527,,,,
10,High,L,56,122.394,86.565,,,,
10,High,L,57,117.101,84.122,,,,
10,High,L,58,123.323,86.23,,,,
10,High,L,59,126.841,89.367,,,,
10,High,L,60,115.999,83.49,,,,
10,High,L,61,118.336,81.799,,,,
10,High,L,62,114.424,84.153,,,,
10,High,L,63,116.57,84.349,,,,
10,High,L,64,118.377,87.257,,,,
10,High,L,65,121.237,89.017,,,,
10,High,L,66,119.133,87.063,,,,
10,High,L,67,115.003,83.656,,,,
10,High,L,68,119.825,90.499,,,,
10,High,L,69,121.11,85.376,,,,
10,High,L,70,115.157,86.838,,,,
10,High,L,71,117.101,83.885,,,,
10,High,L,72,118.783,85.57,,,,
10,High,L,73,126.36,91.461,,,,
10,High,L,74,119.209,84.242,,,,
10,High,L,75,121.8,86.252,,,,
10,High,L,76,122.936,86.842,,,,
10,High,L,77,115.29,83.368,,,,
10,High,L,78,112.075,76.947,,,,
10,High,L,79,115.365,83.862,,,,
10,High,L,80,121.367,85.833,,,,
10,High,L,81,122.578,85.938,,,,
10,High,L,82,116.225,86.443,,,,
10,High,L,83,117.585,84.153,,,,
10,High,L,84,109.164,82.803,,,,
10,High,L,85,121.411,86.461,,,,
10,High,L,86,119.65,85.951,,,,
10,High,L,87,117.2,83.683,,,,
10,High,L,88,120.073,86.356,,,,
10,High,L,89,117.687,81.982,,,,
10,High,L,90,117.61,86.356,,,,
10,High,L,91,123.137,88.484,,,,
10,High,L,92,118.2,85.653,,,,
10,High,L,93,117.341,82.717,,,,
10,High,L,94,121.169,86.356,,,,
10,High,L,95,117.537,83.111,,,,
10,High,L,96,116.27,82.353,,,,
10,High,L,97,116.167,81.5,,,,
10,High,L,98,115.613,85.306,,,,
10,High,L,99,117.341,87.291,,,,
10,High,L,100,116.786,83.503,,,,
10,High,L,101,120.865,87.205,,,,
10,High,L,102,118.628,86.448,,,,
10,High,L,103,119.891,84.647,,,,
10,High,L,104,111.338,84.189,,,,
10,High,L,105,118.206,84.953,,,,
10,High,L,106,116.892,84.683,,,,
10,High,L,107,120.235,88.78,,,,
10,High,L,108,119.408,82.257,,,,
10,High,XL,1,117.853,88.416,121.5574024,4.29356714,88.12869512,3.413357913
10,High,XL,2,123.977,89.556,,,,
10,High,XL,3,125.09,89.937,,,,
10,High,XL,4,122.173,86.356,,,,
10,High,XL,5,118.603,83.503,,,,
10,High,XL,6,124.173,89.017,,,,
10,High,XL,7,121.172,88.488,,,,
10,High,XL,8,121.877,86.561,,,,
10,High,XL,9,116.876,87.278,,,,
10,High,XL,10,121.014,86.252,,,,
10,High,XL,11,121.726,88.928,,,,
10,High,XL,12,125.988,91.119,,,,
10,High,XL,13,119.238,86.565,,,,
10,High,XL,14,116.503,84.953,,,,
10,High,XL,15,120.142,86.669,,,,
10,High,XL,16,121.726,83.255,,,,
10,High,XL,17,125.09,89.937,,,,
10,High,XL,18,120.936,89.551,,,,
10,High,XL,19,124.303,89.35,,,,
10,High,XL,20,121.507,89.551,,,,
10,High,XL,21,118.758,86.79,,,,
10,High,XL,22,121.976,86.478,,,,
10,High,XL,23,125.33,88.101,,,,
10,High,XL,24,120.936,86.073,,,,
10,High,XL,25,120.759,89.522,,,,
10,High,XL,26,125.498,90.486,,,,
10,High,XL,27,122.566,88.062,,,,
10,High,XL,28,115.114,83.683,,,,
10,High,XL,29,123.591,90.15,,,,
10,High,XL,30,120.852,89.219,,,,
10,High,XL,31,118.228,88.292,,,,
10,High,XL,32,124.439,88.895,,,,
10,High,XL,33,121.976,93.174,,,,
10,High,XL,34,116.69,88.95,,,,
10,High,XL,35,113.434,91.119,,,,
10,High,XL,36,122.394,89.219,,,,
10,High,XL,37,122.823,87.084,,,,
10,High,XL,38,126.858,91.899,,,,
10,High,XL,39,117.101,87.244,,,,
10,High,XL,40,123.837,88.399,,,,
10,High,XL,41,116.757,84.702,,,,
10,High,XL,42,119.749,89.245,,,,
10,High,XL,43,121.21,84.647,,,,
10,High,XL,44,107.458,79.771,,,,
10,High,XL,45,122.234,85.372,,,,
10,High,XL,46,125.093,90.391,,,,
10,High,XL,47,104.487,79.266,,,,
10,High,XL,48,121.494,88.916,,,,
10,High,XL,49,121.432,87.553,,,,
10,High,XL,50,119.788,86.356,,,,
10,High,XL,51,124.97,87.759,,,,
10,High,XL,52,120.423,83.251,,,,
10,High,XL,53,125.988,88.42,,,,
10,High,XL,54,120.716,87.063,,,,
10,High,XL,55,122.222,84.966,,,,
10,High,XL,56,121.855,87.252,,,,
10,High,XL,57,135.693,106.086,,,,
10,High,XL,58,121.284,83.974,,,,
10,High,XL,59,123.393,86.06,,,,
10,High,XL,60,117.05,84.948,,,,
10,High,XL,61,118.056,87.823,,,,
10,High,XL,62,120.865,87.618,,,,
10,High,XL,63,119.65,88.433,,,,
10,High,XL,64,120.688,88.067,,,,
10,High,XL,65,125.015,87.549,,,,
10,High,XL,66,123.092,92.75,,,,
10,High,XL,67,121.754,87.857,,,,
10,High,XL,68,126.047,91.752,,,,
10,High,XL,69,125.066,88.624,,,,
10,High,XL,70,118.53,88.95,,,,
10,High,XL,71,119.137,87.071,,,,
10,High,XL,72,124.97,90.499,,,,
10,High,XL,73,121.222,90.636,,,,
10,High,XL,74,123.591,89.782,,,,
10,High,XL,75,119.7,89.388,,,,
10,High,XL,76,122.467,88.386,,,,
10,High,XL,77,134.879,98.15,,,,
10,High,XL,78,126.122,89.182,,,,
10,High,XL,79,120.538,85.108,,,,
10,High,XL,80,123.092,86.239,,,,
10,High,XL,81,124.21,87.887,,,,
10,High,XL,82,122.593,90.723,,,,
11,High,M,1,115.395,82.857,114.3065392,3.784586713,80.27126471,2.391780533
11,High,M,2,111.739,79.833,,,,
11,High,M,3,118.831,84.23,,,,
11,High,M,4,118.651,82.479,,,,
11,High,M,5,118.406,85.092,,,,
11,High,M,6,115.433,83.157,,,,
11,High,M,7,107.792,79.414,,,,
11,High,M,8,113.822,77.597,,,,
11,High,M,9,109.071,78.579,,,,
11,High,M,10,112.404,78.221,,,,
11,High,M,11,114.486,78.489,,,,
11,High,M,12,118.488,78.23,,,,
11,High,M,13,115.134,79.861,,,,
11,High,M,14,111.149,78.537,,,,
11,High,M,15,115.603,80.311,,,,
11,High,M,16,117.482,84.3,,,,
11,High,M,17,115.648,80.142,,,,
11,High,M,18,114.788,80.633,,,,
11,High,M,19,120.263,79.809,,,,
11,High,M,20,108.903,78.709,,,,
11,High,M,21,112.37,79.903,,,,
11,High,M,22,115.404,79.223,,,,
11,High,M,23,114.473,78.885,,,,
11,High,M,24,106.605,78.885,,,,
11,High,M,25,114.184,77.922,,,,
11,High,M,26,115.404,80.731,,,,
11,High,M,27,112.487,80.353,,,,
11,High,M,28,115.574,82.512,,,,
11,High,M,29,106.361,75.989,,,,
11,High,M,30,115.127,77.879,,,,
11,High,M,31,113.249,80.666,,,,
11,High,M,32,113.355,80.133,,,,
11,High,M,33,119.734,85.019,,,,
11,High,M,34,112.098,80.428,,,,
11,High,M,35,109.84,78.771,,,,
11,High,M,36,122.049,82.184,,,,
11,High,M,37,115.895,80.128,,,,
11,High,M,38,108.356,78.422,,,,
11,High,M,39,112.209,79.832,,,,
11,High,M,40,113.318,80.109,,,,
11,High,M,41,110.172,76.285,,,,
11,High,M,42,113.554,80.614,,,,
11,High,M,43,109.542,76.815,,,,
11,High,M,44,117.05,82.389,,,,
11,High,M,45,116.545,84.086,,,,
11,High,M,46,121.729,82.839,,,,
11,High,M,47,111.617,80.656,,,,
11,High,M,48,111.047,81.143,,,,
11,High,M,49,111.033,77.814,,,,
11,High,M,50,120.517,82.388,,,,
11,High,M,51,115.838,81.227,,,,
11,High,M,52,112.391,79.46,,,,
11,High,M,53,114.731,80.995,,,,
11,High,M,54,112.794,80.451,,,,
11,High,M,55,120.186,80.749,,,,
11,High,M,56,116.314,81.046,,,,
11,High,M,57,116.157,82.353,,,,
11,High,M,58,114.699,79.691,,,,
11,High,M,59,114.368,79.071,,,,
11,High,M,60,116.841,83.4,,,,
11,High,M,61,115.091,82.28,,,,
11,High,M,62,114.328,77.167,,,,
11,High,M,63,114.374,80.666,,,,
11,High,M,64,112.52,79.356,,,,
11,High,M,65,109.789,75.989,,,,
11,High,M,66,111.984,79.978,,,,
11,High,M,67,115.544,85.679,,,,
11,High,M,68,110.328,76.986,,,,
11,High,M,69,114.171,82.142,,,,
11,High,M,70,114.111,79.071,,,,
11,High,M,71,119.288,81.167,,,,
11,High,M,72,100.879,76.211,,,,
11,High,M,73,112.687,80.128,,,,
11,High,M,74,116.619,81.5,,,,
11,High,M,75,118.603,79.865,,,,
11,High,M,76,111.561,80.907,,,,
11,High,M,77,112.7,79.766,,,,
11,High,M,78,110.498,81.065,,,,
11,High,M,79,116.477,78.957,,,,
11,High,M,80,114.748,78.057,,,,
11,High,M,81,119.813,83.332,,,,
11,High,M,82,122.697,83.368,,,,
11,High,M,83,119.69,84.363,,,,
11,High,M,84,114.006,82.142,,,,
11,High,M,85,112.557,82.023,,,,
11,High,M,86,114.111,79.691,,,,
11,High,M,87,112.366,79.228,,,,
11,High,M,88,106.209,75.727,,,,
11,High,M,89,113.752,76.211,,,,
11,High,M,90,120.151,84.723,,,,
11,High,M,91,114.591,81.079,,,,
11,High,M,92,111.823,75.009,,,,
11,High,M,93,111.904,79.128,,,,
11,High,M,94,118.909,84.082,,,,
11,High,M,95,120.734,82.512,,,,
11,High,M,96,111.979,81.407,,,,
11,High,M,97,117.101,79.766,,,,
11,High,M,98,119.69,83.683,,,,
11,High,M,99,113.106,82.037,,,,
11,High,M,100,112.84,77.23,,,,
11,High,M,101,111.23,75.054,,,,
11,High,M,102,115.003,77.011,,,,
11,High,L,1,116.116,79.867,118.11491,2.694348286,83.82266,2.108640719
11,High,L,2,118.664,85.779,,,,
11,High,L,3,120.704,85.362,,,,
11,High,L,4,121.507,84.988,,,,
11,High,L,5,121.553,87.759,,,,
11,High,L,6,120.688,86.751,,,,
11,High,L,7,122.863,87.446,,,,
11,High,L,8,120.451,84.166,,,,
11,High,L,9,119.634,84.1,,,,
11,High,L,10,118.235,83.436,,,,
11,High,L,11,119.01,85.798,,,,
11,High,L,12,117.709,80.353,,,,
11,High,L,13,118.758,85.833,,,,
11,High,L,14,119.9,85.833,,,,
11,High,L,15,120.051,79.266,,,,
11,High,L,16,118.155,84.336,,,,
11,High,L,17,111.833,80.814,,,,
11,High,L,18,112.837,83.057,,,,
11,High,L,19,114.269,80.109,,,,
11,High,L,20,118.377,82.571,,,,
11,High,L,21,117.61,84.705,,,,
11,High,L,22,117.393,84.443,,,,
11,High,L,23,118.412,84.443,,,,
11,High,L,24,122.151,88.509,,,,
11,High,L,25,120.911,85.938,,,,
11,High,L,26,114.473,81.042,,,,
11,High,L,27,117.281,84.082,,,,
11,High,L,28,113.484,79.922,,,,
11,High,L,29,117.197,82.717,,,,
11,High,L,30,113.02,80.619,,,,
11,High,L,31,118.091,84.086,,,,
11,High,L,32,115.483,82.023,,,,
11,High,L,33,118.235,82.037,,,,
11,High,L,34,114.2,79.823,,,,
11,High,L,35,114.689,83.705,,,,
11,High,L,36,117.265,82.28,,,,
11,High,L,37,116.558,85.019,,,,
11,High,L,38,119.825,83.395,,,,
11,High,L,39,117.2,80.619,,,,
11,High,L,40,122.538,83.741,,,,
11,High,L,41,114.856,83.791,,,,
11,High,L,42,119.01,85.363,,,,
11,High,L,43,119.634,84.153,,,,
11,High,L,44,115.603,83.508,,,,
11,High,L,45,118.044,84.1,,,,
11,High,L,46,121.098,78.609,,,,
11,High,L,47,113.318,83.943,,,,
11,High,L,48,119.672,83.44,,,,
11,High,L,49,118.2,81.656,,,,
11,High,L,50,122.529,83.616,,,,
11,High,L,51,119.307,86.356,,,,
11,High,L,52,114.856,82.53,,,,
11,High,L,53,115.681,84.3,,,,
11,High,L,54,115.157,79.493,,,,
11,High,L,55,117.325,83.939,,,,
11,High,L,56,116.361,84.736,,,,
11,High,L,57,114.289,83.395,,,,
11,High,L,58,118.928,82.184,,,,
11,High,L,59,116.002,87.665,,,,
11,High,L,60,114.161,82.28,,,,
11,High,L,61,119.01,83.974,,,,
11,High,L,62,118.783,84.966,,,,
11,High,L,63,117.236,82.58,,,,
11,High,L,64,115.739,84.776,,,,
11,High,L,65,121.726,87.669,,,,
11,High,L,66,120.151,85.693,,,,
11,High,L,67,120.538,86.621,,,,
11,High,L,68,118.805,84.509,,,,
11,High,L,69,119.65,83.002,,,,
11,High,L,70,112.58,78.594,,,,
11,High,L,71,121.188,83.4,,,,
11,High,L,72,121.367,86.073,,,,
11,High,L,73,113.963,84.024,,,,
11,High,L,74,119.624,84.1,,,,
11,High,L,75,119.01,85.482,,,,
11,High,L,76,116.209,85.951,,,,
11,High,L,77,121.383,84.948,,,,
11,High,L,78,122.482,86.252,,,,
11,High,L,79,119.825,83.219,,,,
11,High,L,80,114.427,84.256,,,,
11,High,L,81,119.02,80.647,,,,
11,High,L,82,119.562,83.974,,,,
11,High,L,83,118.701,84.242,,,,
11,High,L,84,116.612,87.308,,,,
11,High,L,85,120.073,85.833,,,,
11,High,L,86,120.173,85.152,,,,
11,High,L,87,119.288,82.389,,,,
11,High,L,88,120.426,84.153,,,,
11,High,L,89,119.436,82.898,,,,
11,High,L,90,113.884,83.974,,,,
11,High,L,91,119.835,84.224,,,,
11,High,L,92,123.846,86.356,,,,
11,High,L,93,119.086,83.002,,,,
11,High,L,94,120.526,85.938,,,,
11,High,L,95,116.558,84.086,,,,
11,High,L,96,113.089,84.367,,,,
11,High,L,97,118.565,82.644,,,,
11,High,L,98,119.973,83.8,,,,
11,High,L,99,119.118,82.28,,,,
11,High,L,100,118.663,85.081,,,,
11,High,XL,1,124.099,86.651,118.9091882,4.8237271,86.17610588,3.271193182
11,High,XL,2,120.024,86.064,,,,
11,High,XL,3,121.676,85.329,,,,
11,High,XL,4,119.816,86.448,,,,
11,High,XL,5,123.296,85.675,,,,
11,High,XL,6,124.064,86.877,,,,
11,High,XL,7,115.759,83.548,,,,
11,High,XL,8,121.305,87.51,,,,
11,High,XL,9,110.835,78.398,,,,
11,High,XL,10,116.157,80.656,,,,
11,High,XL,11,118.422,83.616,,,,
11,High,XL,12,120.013,86.699,,,,
11,High,XL,13,118.928,86.864,,,,
11,High,XL,14,117.021,89.987,,,,
11,High,XL,15,117.996,85.253,,,,
11,High,XL,16,115.681,85.165,,,,
11,High,XL,17,114.594,80.311,,,,
11,High,XL,18,122.403,90.166,,,,
11,High,XL,19,111.796,80.353,,,,
11,High,XL,20,123.576,87.063,,,,
11,High,XL,21,118.966,87.994,,,,
11,High,XL,22,110.634,86.981,,,,
11,High,XL,23,118.565,85.464,,,,
11,High,XL,24,121.432,88.301,,,,
11,High,XL,25,121.432,86.751,,,,
11,High,XL,26,117.741,86.095,,,,
11,High,XL,27,120.116,86.374,,,,
11,High,XL,28,122.136,90.69,,,,
11,High,XL,29,118.565,88.641,,,,
11,High,XL,30,102.182,85.609,,,,
11,High,XL,31,109.154,78.9,,,,
11,High,XL,32,116.38,84.514,,,,
11,High,XL,33,117.996,82.037,,,,
11,High,XL,34,101.088,80.707,,,,
11,High,XL,35,118.184,87.669,,,,
11,High,XL,36,122.529,91.887,,,,
11,High,XL,37,120.641,88.454,,,,
11,High,XL,38,121.466,86.959,,,,
11,High,XL,39,125.889,92.555,,,,
11,High,XL,40,117.853,88.386,,,,
11,High,XL,41,121.367,89.489,,,,
11,High,XL,42,128.034,95.9,,,,
11,High,XL,43,110.1,80.048,,,,
11,High,XL,44,117.996,87.459,,,,
11,High,XL,45,118.374,84.829,,,,
11,High,XL,46,121.367,85.955,,,,
11,High,XL,47,121.929,85.469,,,,
11,High,XL,48,119.558,87.291,,,,
11,High,XL,49,118.805,88.569,,,,
11,High,XL,50,126.983,93.941,,,,
11,High,XL,51,114.332,82.789,,,,
11,High,XL,52,118.069,88.42,,,,
11,High,XL,53,120.235,84.153,,,,
11,High,XL,54,116.018,83.58,,,,
11,High,XL,55,121.729,87.183,,,,
11,High,XL,56,122.372,89.916,,,,
11,High,XL,57,122.982,89.551,,,,
11,High,XL,58,112.303,81.647,,,,
11,High,XL,59,121.386,85.679,,,,
11,High,XL,60,120.501,93.009,,,,
11,High,XL,61,106.425,84.314,,,,
11,High,XL,62,122.249,87.759,,,,
11,High,XL,63,120.388,84.443,,,,
11,High,XL,64,119.891,83.992,,,,
11,High,XL,65,120.688,85.925,,,,
11,High,XL,66,123.603,86.443,,,,
11,High,XL,67,120.142,88.075,,,,
11,High,XL,68,114.584,82.585,,,,
11,High,XL,69,116.464,81.707,,,,
11,High,XL,70,121.367,84.988,,,,
11,High,XL,71,121.432,87.566,,,,
11,High,XL,72,119.436,85.372,,,,
11,High,XL,73,122.823,88.687,,,,
11,High,XL,74,121.383,86.682,,,,
11,High,XL,75,116.458,88.928,,,,
11,High,XL,76,115.062,82.708,,,,
11,High,XL,77,121.432,84.385,,,,
11,High,XL,78,115.144,83.885,,,,
11,High,XL,79,118.2,82.857,,,,
11,High,XL,80,119.816,86.06,,,,
11,High,XL,81,124.442,87.252,,,,
11,High,XL,82,123.445,89.489,,,,
11,High,XL,83,121.098,84.367,,,,
11,High,XL,84,119.01,84.634,,,,
11,High,XL,85,127.449,89.388,,,,
